Date,Hour,Custom dimension 2,Custom dimension 10,Custom dimension 5,Custom dimension 3,Total events
2018-10-18,1,5850190664001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,5
2018-10-18,2,5844106048001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5844106048001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,2,5844106048001,Player Interview,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5846627302001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5846627302001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5846699615001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5846699615001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847156788001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847156788001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847173424001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847173424001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847210838001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847210838001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847210848001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847210848001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847217324001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5847217324001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848208685001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848208685001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848212795001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848214254001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848214254001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848217072001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848219492001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848220482001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848220482001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848243445001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848245394001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848246997001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848247251001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848247251001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,2
2018-10-18,2,5848247453001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5848250717001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5849234010001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5849592254001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5849592693001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,2,5849592693001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5849592693001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,6
2018-10-18,2,5849592693001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5849592693001,Player Interview,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,2,5849592693001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,5
2018-10-18,2,5850144750001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850147582001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,2,5850147582001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850152779001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,2,5850152779001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850158217001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850162130001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,2,5850162130001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850170559001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850170559001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850170559001,Player Interview,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,2,5850170559001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,3
2018-10-18,2,5850173794001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850173794001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,2
2018-10-18,2,5850175408001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,13
2018-10-18,2,5850175804001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850175804001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850175804001,Player Interview,Rebecca Haarlow,Knicks at Nets 2018-10-19,1
2018-10-18,2,5850178854001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850183430001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,2,5850190664001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,2
2018-10-18,3,5839848875001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5839848879001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5839856376001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5839857081001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5839858089001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5844106048001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5848247251001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,1
2018-10-18,3,5849234010001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,3,5849234010001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,10
2018-10-18,3,5849234010001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,2
2018-10-18,3,5849592693001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5849592693001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5849597511001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850110516001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850118569001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850126146001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850129680001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850138115001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850147582001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850152779001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850158217001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,4
2018-10-18,3,5850158217001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850162130001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850162130001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850170559001,Player Interview,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850170559001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,6
2018-10-18,3,5850175408001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,11
2018-10-18,3,5850178854001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850178854001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,3,5850183430001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850183836001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,3,5850190664001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5725934767001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5820028205001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5820972017001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5820984059001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5820992332001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5821153909001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5827961636001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5827975435001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5835909049001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5837644141001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5839482275001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5839493420001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5845444768001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5845451275001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5845456527001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5845461974001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5848245394001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks at Nets 2018-10-03,1
2018-10-18,4,5848247251001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,2
2018-10-18,4,5849234010001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,4,5849234010001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,4
2018-10-18,4,5849234010001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,2
2018-10-18,4,5850170559001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5850173794001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,4,5850175408001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,4,5850178854001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,8
2018-10-18,4,5850190664001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5844106048001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5849234010001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5849234010001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5849234010001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,5,5849234010001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,5,5849234010001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5849234010001,Player Interview,Rebecca Haarlow,Knicks at Nets 2018-10-19,1
2018-10-18,5,5849234010001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,4
2018-10-18,5,5849592693001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5849597511001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850138115001,Feature,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850147582001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850152779001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850152779001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850158217001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,5,5850158217001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850162130001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850162130001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850170559001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,3
2018-10-18,5,5850173794001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,2
2018-10-18,5,5850175408001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,8
2018-10-18,5,5850175804001,Player Interview,Rebecca Haarlow,Knicks at Nets 2018-10-19,1
2018-10-18,5,5850178854001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,5,5850178854001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,5,5850183430001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,2
2018-10-18,5,5850190664001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5844106048001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5848245394001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks at Nets 2018-10-03,2
2018-10-18,6,5848247251001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,1
2018-10-18,6,5849234010001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,6,5849234010001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5849234010001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,7
2018-10-18,6,5849234010001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,6,5849234010001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,11
2018-10-18,6,5849592693001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5849592693001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5849597511001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5849597511001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,6,5849597511001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,10
2018-10-18,6,5849597511001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,13
2018-10-18,6,5849597511001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,4
2018-10-18,6,5850138115001,Feature,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850144750001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850144750001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850147582001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,6,5850147582001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850152779001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850152779001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850158217001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,6,5850158217001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850158217001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850162130001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850162130001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850170559001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850170559001,Player Interview,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850170559001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,18
2018-10-18,6,5850173794001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850173794001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850173794001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,7
2018-10-18,6,5850175408001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,36
2018-10-18,6,5850175804001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850175804001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850175804001,Player Interview,Rebecca Haarlow,Knicks at Nets 2018-10-19,1
2018-10-18,6,5850178854001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,24
2018-10-18,6,5850183430001,Coach Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850183836001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,6,5850190664001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,4
2018-10-18,7,5844106048001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5848247251001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Nets 2018-10-12,4
2018-10-18,7,5849592693001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5849597511001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,7,5849597511001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5849597511001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,8
2018-10-18,7,5849597511001,Highlights Analysis,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,4
2018-10-18,7,5849597511001,Highlights Analysis,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5849597511001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,3
2018-10-18,7,5850144750001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5850147582001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,7,5850147582001,Highlight Clip,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5850147582001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5850152779001,Highlights Analysis,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,3
2018-10-18,7,5850152779001,Player Interview,Rebecca Haarlow,Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5850158217001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
2018-10-18,7,5850158217001,Highlight Clip,"Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,1
2018-10-18,7,5850162130001,Highlight Clip,"Al Trautwig,Alan Hahn,Wally Szczerbiak",Knicks vs Hawks 2018-10-17,2
